id,premise,conclusion,premises-FOL,conclusion-FOL,label
431,"All professional soccer defenders are professional soccer players.
No professional soccer players are professional basketball players.
All professional centerbacks are professional soccer defenders.
All NBA players are professional basketball players.
Stephen Curry is an NBA player.",Stephen Curry is a professional centerback.,"∀x ((Professional(x) ∧ Defender(x)) → (Professional(x) ∧ SoccerPlayer(x)))
∀x ((Professional(x) ∧ SoccerPlayer(x)) → ¬(Professional(x) ∧ BasketballPlayer(x)))
∀x ((Professional(x) ∧ CenterBack(x)) → (Professional(x) ∧ Defender(x))
∀x (NBAPlayer(x) → (Professional(x) ∧ BasketballPlayer(x)))
NBAPlayer(stephenCurry)",Professional(stephenCurry) & CenterBack(stephenCurry),False
432,"All professional soccer defenders are professional soccer players.
No professional soccer players are professional basketball players.
All professional centerbacks are professional soccer defenders.
All NBA players are professional basketball players.
Stephen Curry is an NBA player.",Stephen Curry is not a centerback.,"∀x ((Professional(x) ∧ Defender(x)) → (Professional(x) ∧ SoccerPlayer(x)))
∀x ((Professional(x) ∧ SoccerPlayer(x)) → ¬(Professional(x) ∧ BasketballPlayer(x)))
∀x ((Professional(x) ∧ CenterBack(x)) → (Professional(x) ∧ Defender(x))
∀x (NBAPlayer(x) → (Professional(x) ∧ BasketballPlayer(x)))
NBAPlayer(stephenCurry)",-CenterBack(stephenCurry),True
433,"Naive cynicism was proposed by Justin Kruger and a colleague.
Thomas Gilovich is a colleague of Justin Kruger. 
Naive cynicism is a philosophy of mind.",Thomas Gilovich proposed naive cynicism.,"Proposed(justinKruger, naiveCynicism) ∧ ∃y (colleagueOfJustinKruger(y) ∧ Proposed(y, naiveCynicism))
Colleagues(thomasGilovich, justinKruger)
PhilosophyOfMind(naiveCynicism)","Proposed(thomasGilovich,naiveCynicism)",Uncertain
435,"Naive cynicism was proposed by Justin Kruger and a colleague.
Thomas Gilovich is a colleague of Justin Kruger. 
Naive cynicism is a philosophy of mind.",Thomas Gilovich worked on philosophies of mind.,"Proposed(justinKruger, naiveCynicism) ∧ ∃y (colleagueOfJustinKruger(y) ∧ Proposed(y, naiveCynicism))
Colleagues(thomasGilovich, justinKruger)
PhilosophyOfMind(naiveCynicism)","∃x(PhilosophyOfMind(x) & WorkedOn(thomasGilovich,x))",Uncertain
436,"The Turing Award has been awarded to Donald Knuth, Marvin Minsky, Richard Hamming, and John McCarthy. 
Donald Knuth made contributions to the analysis of algorithms.
Marvin Minsky is recognized for his contributions to the field of artificial intelligence.
Richard Hamming researched numerical methods.
John McCarthy made contributions to the field of artificial intelligence.",Only one person who won the Turing Award made significant contributions to the analysis of algorithms.,"AwardedTo(turingAward, donaldKnuth) ∧ AwardedTo(turingAward, marvinMinsky) ∧ AwardedTo(turingAward, richardHamming) ∧ AwardedTo(turingAward, johnMccarthy)
ContributedTo(donaldKnuth, analysisOfAlgorithms)
ContributedTo(marvinMinsky, artificialIntelligence)
ContributedTo(richardHamming, numericalMethods)
ContributedTo(johnMccarthy, artificialIntelligence)","all x all y (((AwardedTo(turingAward,x) & ContributedTo(x,analysisOfAlgorithms)) & (AwardedTo(turingAward,y) & ContributedTo(y,analysisOfAlgorithms))) -> x = y)",Uncertain
437,"The Turing Award has been awarded to Donald Knuth, Marvin Minsky, Richard Hamming, and John McCarthy. 
Donald Knuth made contributions to the analysis of algorithms.
Marvin Minsky is recognized for his contributions to the field of artificial intelligence.
Richard Hamming researched numerical methods.
John McCarthy made contributions to the field of artificial intelligence.",No Turing Award winners worked in the field of numerical methods.,"AwardedTo(turingAward, donaldKnuth) ∧ AwardedTo(turingAward, marvinMinsky) ∧ AwardedTo(turingAward, richardHamming) ∧ AwardedTo(turingAward, johnMccarthy)
ContributedTo(donaldKnuth, analysisOfAlgorithms)
ContributedTo(marvinMinsky, artificialIntelligence)
ContributedTo(richardHamming, numericalMethods)
ContributedTo(johnMccarthy, artificialIntelligence)","all x (AwardedTo(turingAward,x) -> -ContributedTo(x,numericalMethods))",False
438,"None of the easy Leetcode problems have an AC rate lower than 20 percent. 
All Leetcode problems recommended to novices are easy. 
Leetcode problems either have an AC rate lower than 20 percent or are starred by more than 1 thousand users. 
All hard Leetcode problems are starred by more than 1,000 users. 
No Leetcode problems published after 2022 are starred by more than 1,000 users. 
'2Sum' is not both hard and also recommended to novices.
'4Sum' is either starred by more than 1,000 users and published after 2022, or it is neither.",2Sum is an easy Leetcode problem.,"∀x ((LeetcodeProblems(x) ∧ Easy(x)) → ¬HaveAnACRateLowerThan(x, percent20))
∀x ((LeetcodeProblems(x) ∧ RecommendedTo(x, novices)) → Easy(x))
∀x (LeetcodeProblems(x) → HaveAnACRateLowerThan(x, percent20) ⊕ StarredByMoreThan(x, num1000))
∀x ((LeetcodeProblems(x) ∧ Hard(x)) → StarredByMoreThan(x, num1000))
∀x ((LeetcodeProblems(x) ∧ PublishedAfter(x, yr2022)) → (¬StarredByMoreThan(x, num1000)))
¬(RecommendedTo(twosum, novices) ∧ Hard(twosum)) ∧ LeetcodeProblems(twosum)
¬(StarredByMoreThan(foursum, num1000) ⊕ PublishedAfter(foursum, yr2022)) ∧ LeetcodeProblems(twosum)",Easy(twosum) & LeetcodeProblems(twosum),Uncertain
439,"None of the easy Leetcode problems have an AC rate lower than 20 percent. 
All Leetcode problems recommended to novices are easy. 
Leetcode problems either have an AC rate lower than 20 percent or are starred by more than 1 thousand users. 
All hard Leetcode problems are starred by more than 1,000 users. 
No Leetcode problems published after 2022 are starred by more than 1,000 users. 
'2Sum' is not both hard and also recommended to novices.
'4Sum' is either starred by more than 1,000 users and published after 2022, or it is neither.",2Sum is not an easy Leetcode problem.,"∀x ((LeetcodeProblems(x) ∧ Easy(x)) → ¬HaveAnACRateLowerThan(x, percent20))
∀x ((LeetcodeProblems(x) ∧ RecommendedTo(x, novices)) → Easy(x))
∀x (LeetcodeProblems(x) → HaveAnACRateLowerThan(x, percent20) ⊕ StarredByMoreThan(x, num1000))
∀x ((LeetcodeProblems(x) ∧ Hard(x)) → StarredByMoreThan(x, num1000))
∀x ((LeetcodeProblems(x) ∧ PublishedAfter(x, yr2022)) → (¬StarredByMoreThan(x, num1000)))
¬(RecommendedTo(twosum, novices) ∧ Hard(twosum)) ∧ LeetcodeProblems(twosum)
¬(StarredByMoreThan(foursum, num1000) ⊕ PublishedAfter(foursum, yr2022)) ∧ LeetcodeProblems(twosum)",-Easy(twosum),Uncertain
440,"Show Your Love is a song recorded by the South Korean boy band BtoB 4u.
The lead single of the extended play Inside is Show Your Love.
Show Your Love contains a hopeful message.
BtoB 4u member Hyunsik wrote Show Your Love.
There is a music video for Show Your Love.",A lead single of Inside contains a hopeful message.,"Song(showYourLove) ∧ RecordedBy(showYourLove, bToB4u) ∧ SouthKorean(bToB4u) ∧ BoyBand(bToB4u)
ExtendedPlay(inside) ∧ LeadSingleOf(showYourLove, inside)
Contains(showYourLove, hopefulMessage)
Member(hyunsik, btob4u) ∧ Wrote(hyunsik, showYourLove)
Have(showYourLove, musicVideo)","∃x (LeadSingleOf(x, inside) & Contains(x, hopefulMessage))",True
441,"Show Your Love is a song recorded by the South Korean boy band BtoB 4u.
The lead single of the extended play Inside is Show Your Love.
Show Your Love contains a hopeful message.
BtoB 4u member Hyunsik wrote Show Your Love.
There is a music video for Show Your Love.",Hyunsik is Korean.,"Song(showYourLove) ∧ RecordedBy(showYourLove, bToB4u) ∧ SouthKorean(bToB4u) ∧ BoyBand(bToB4u)
ExtendedPlay(inside) ∧ LeadSingleOf(showYourLove, inside)
Contains(showYourLove, hopefulMessage)
Member(hyunsik, btob4u) ∧ Wrote(hyunsik, showYourLove)
Have(showYourLove, musicVideo)",SouthKorean(hyunsik),Uncertain
442,"All tables are round.
Some pieces of furniture are tables.",Some pieces of furniture are round.,"∀x (Table(x) → Round(x))
∃x ∃y (Furniture(x) ∧ Furniture(y) ∧ Table(x) ∧ Table(y) ∧ ¬(x=y))",exists x (Furniture(x) & Round(x)),True
444,"All mind-reading is either brain reading or brain decoding. 
All brain decoding that is mind-reading is extracting information from BOLD signals.
No studies that are mind-reading and extract information from BOLD signals are without statistical pattern analysis. 
Writing a novel is without statistical pattern analysis.
If multivoxel (pattern) analysis is without statistical pattern analysis and a brain reading, then multivoxel (pattern) analysis is without statistical pattern analysis and brain decoding.
Multivoxel (pattern) analysis is a type of mind-reading.",Multivoxel (pattern) analysis is a brain decoding.,"∀x (MindReading(x) ∧ (BrainReading(x) ⊕ BrainDecoding(x)))
∀x ((MindReading(x) ∧ BrainDecoding(x)) → ExtractingFrom(x, information, bOLDSignals))
∀x ((MindReading(x) ∧ ExtractingFrom(x, information, bOLDSignals)) → Uses(x, statisticalPatternAnalysis))
∀x (NovelWriting(x) → ¬Uses(x, statisticalPatternAnalysis)) 
MindReading(multivoxelPatternAnalysis) ∧ (¬Uses(multivoxelPatternAnalysis, statisticalPatternAnalysis) ∧ BrainReading(multivoxelPatternAnalysis)) →  (¬Uses(multivoxelPatternAnalysis, statisticalPatternAnalysis) ∧ (¬BrainDecoding(multivoxelPatternAnalysis)))
MindReading(multivoxelPatternAnalysis)",BrainDecoding(multivoxelPatternAnalysis),Uncertain
445,"If you have room for dessert, you have room for broccoli.
Everyone at Luis's dinner party has room for dessert, including Luis.
Mauricia does not have room for broccoli.
Luis's dinner party is the first ever dinner party that Allison has attended.
Gustave has room for both broccoli and asparagus.
Broccoli and asparagus are both vegetables.",Allison has room for broccoli.,"∀x (RoomFor(x, dessert) → RoomFor(x, broccoli))
∀x (AtLuisParty(x) → RoomFor(x, dessert))
¬RoomFor(mauricia, broccoli)
AtLuisParty(allison) ∧ FirstDinnerPartyFor(luisparty, allison) 
RoomFor(gustave, broccoli) ∧ RoomFor(gustave, asparagus)
Vegetable(broccoli) ∧ Vegetable(asparagus)","RoomFor(allison,broccoli)",True
446,"If you have room for dessert, you have room for broccoli.
Everyone at Luis's dinner party has room for dessert, including Luis.
Mauricia does not have room for broccoli.
Luis's dinner party is the first ever dinner party that Allison has attended.
Gustave has room for both broccoli and asparagus.
Broccoli and asparagus are both vegetables.",Mauricia is at Luis's dinner party.,"∀x (RoomFor(x, dessert) → RoomFor(x, broccoli))
∀x (AtLuisParty(x) → RoomFor(x, dessert))
¬RoomFor(mauricia, broccoli)
AtLuisParty(allison) ∧ FirstDinnerPartyFor(luisparty, allison) 
RoomFor(gustave, broccoli) ∧ RoomFor(gustave, asparagus)
Vegetable(broccoli) ∧ Vegetable(asparagus)",AtLuisParty(mauricia),False
447,"If you have room for dessert, you have room for broccoli.
Everyone at Luis's dinner party has room for dessert, including Luis.
Mauricia does not have room for broccoli.
Luis's dinner party is the first ever dinner party that Allison has attended.
Gustave has room for both broccoli and asparagus.
Broccoli and asparagus are both vegetables.",Gustav has room for dessert.,"∀x (RoomFor(x, dessert) → RoomFor(x, broccoli))
∀x (AtLuisParty(x) → RoomFor(x, dessert))
¬RoomFor(mauricia, broccoli)
AtLuisParty(allison) ∧ FirstDinnerPartyFor(luisparty, allison) 
RoomFor(gustave, broccoli) ∧ RoomFor(gustave, asparagus)
Vegetable(broccoli) ∧ Vegetable(asparagus)","RoomFor(gustave,dessert)",Uncertain
448,"Imagine Dragons are an American pop-rock band.
The lead singer of Imagine Dragons is Dan.
Dan is also a songwriter.
All lead singers are singers.
All singers are musicians.
Demons is one of the most popular singles of Imagine Dragons.
Some singles of Imagine Dragons have been on Billboard Hot 100.",Some rock band has a lead singer who is also a songwriter.,"American(imagineDragon) ∧ RockBand(imagineDragon)
LeadSinger(imagineDragon, dan)
SongWriter(dan)
∀x ∀y (LeadSinger(x, y) → Singer(y))
∀x (Singer(x) → Musician(x))
PopularSingle(imagineDragon, demons)
∃x ∃y (PopularSingle(imagineDragon, x) ∧ BillboardHot100(x)) ∧ (¬(x=y)) ∧ (PopularSingle(imagineDragon, y) ∧ BillboardHot100(y))","exists x exists y (RockBand(x) & LeadSinger(x,y) & SongWriter(y))",True
449,"All philosophers reason. 
Some sophists reason. 
All who can reason can distinguish truth from falsehood.
Nobody who can distinguish truth from falsehood is morally perfect.  
The theistic God is morally perfect.",The theistic God is a sophist.,"∀x (Philosopher(x) → Reason(x))
∃x (Sophist(x) ∧ Reason(x))
∀x (Reason(x) → CanDistinguishFrom(x, truth, falsehood))
∀x (CanDistinguishFrom(x, truth, falsehood) → ¬MorallyPerfect(x))
MorallyPerfect(theisticGod)",Sophist(theisticGod),Uncertain
450,"All philosophers reason. 
Some sophists reason. 
All who can reason can distinguish truth from falsehood.
Nobody who can distinguish truth from falsehood is morally perfect.  
The theistic God is morally perfect.",The theistic God is a sophist and a philosopher.,"∀x (Philosopher(x) → Reason(x))
∃x (Sophist(x) ∧ Reason(x))
∀x (Reason(x) → CanDistinguishFrom(x, truth, falsehood))
∀x (CanDistinguishFrom(x, truth, falsehood) → ¬MorallyPerfect(x))
MorallyPerfect(theisticGod)",Sophist(theisticGod) & Philosopher(theisticGod),False
451,"All philosophers reason. 
Some sophists reason. 
All who can reason can distinguish truth from falsehood.
Nobody who can distinguish truth from falsehood is morally perfect.  
The theistic God is morally perfect.","if the theistic God is a philosopher, then he is not a sophist.","∀x (Philosopher(x) → Reason(x))
∃x (Sophist(x) ∧ Reason(x))
∀x (Reason(x) → CanDistinguishFrom(x, truth, falsehood))
∀x (CanDistinguishFrom(x, truth, falsehood) → ¬MorallyPerfect(x))
MorallyPerfect(theisticGod)",all x ( (x = theisticGod & Philosopher(x)) -> -Sophist(x) ),True
452,"Common utilities include water, electricity, gas, heating, sewer, trash, and recycling.
Many apartment rents cover the cost of water and electricity.
Susan lives in an apartment where the rent covers all utilities.
The rent of the apartment where Ava lives does not cover any utility expenses.
Noah lives in an apartment where the rent does not cover heating.",Noah and Ava both need to pay the heating bill.,"CommonUtilities(water) ∧ CommonUtilities(electricity) ∧ CommonUtilities(gas) ∧ CommonUtilities(heating)
∃x (Apartment(x) ∧ Cover(x, water) ∧ Cover(x, electricity))
∀x (Apartment(x) ∧ LiveIn(susan, x) ∧ Cover(x, water) ∧ Cover(x, electricity) ∧ Cover(x, gas) ∧ Cover(x, heating))
∀x (Apartment(x) ∧ LiveIn(ava, x) ∧ ¬Cover(x, water) ∧ ¬Cover(x, electricity) ∧ ¬Cover(x, gas) ∧ ¬Cover(x, heating))
∀x (Apartment(x) ∧ LiveIn(noah, x) ∧ ¬Cover(x, heating))",PayHeatingBill(noah) & PayHeatingBill(ava),True
453,"Common utilities include water, electricity, gas, heating, sewer, trash, and recycling.
Many apartment rents cover the cost of water and electricity.
Susan lives in an apartment where the rent covers all utilities.
The rent of the apartment where Ava lives does not cover any utility expenses.
Noah lives in an apartment where the rent does not cover heating.",Susan does not need to pay the water bill.,"CommonUtilities(water) ∧ CommonUtilities(electricity) ∧ CommonUtilities(gas) ∧ CommonUtilities(heating)
∃x (Apartment(x) ∧ Cover(x, water) ∧ Cover(x, electricity))
∀x (Apartment(x) ∧ LiveIn(susan, x) ∧ Cover(x, water) ∧ Cover(x, electricity) ∧ Cover(x, gas) ∧ Cover(x, heating))
∀x (Apartment(x) ∧ LiveIn(ava, x) ∧ ¬Cover(x, water) ∧ ¬Cover(x, electricity) ∧ ¬Cover(x, gas) ∧ ¬Cover(x, heating))
∀x (Apartment(x) ∧ LiveIn(noah, x) ∧ ¬Cover(x, heating))","-PayBill(susan,water)",True
