id,NLpremise,NLconclusion,premise-FOL,conclusion-FOL,LLM-conclusion-FOL,label,prover9_answer
408,"Mary has the flu.
If someone has the flu, then they have influenza.
Susan doesn't have influenza.",Either Mary or Susan has influenza.,"Has(mary, flu)
∀x (Has(x, flu) → Has(x, influenza))
¬Has(susan, influenza)","Has(mary, influenza) ⊕ Has(susan, influenza)",HasInfluenza(mary) | HasInfluenza(susan),True,Uncertain
412,"Soccer players have a right foot and a left foot.
Top soccer players are soccer players who can use both the left foot and right foot very efficiently.
If a soccer player can score many goals using the left foot, they can use that foot very efficiently.
If a soccer player can score many goals using the right foot, they can use that foot very efficiently.
Cristiano Ronaldo is a soccer player.
Cristiano Ronaldo can use his right foot very efficiently.
Cristiano Ronaldo has scored many goals using his left foot.",Cristiano Ronaldo is not a top soccer player.,"∀x (SoccerPlayer(x) → Have(x, leftFoot) ∧ Have(x, rightFoot))
∀x (SoccerPlayer(x) ∧ UseEfficiently(x, leftFoot) ∧ UseEfficiently(x, rightFoot) → TopSoccerPlayer(x))
∀x (SoccerPlayer(x) ∧ ScoreUsing(x, manyGoals, leftFoot) → UseEfficiently(x, leftFoot))
∀x (SoccerPlayer(x) ∧ ScoreUsing(x, manyGoals, rightFoot) → UseEfficiently(x, rightFoot))
SoccerPlayer(ronaldo)
UseEfficiently(ronaldo, rightFoot)
ScoreUsing(ronaldo, manyGoals, leftFoot)",¬TopSoccerPlayer(ronaldo),-TopSoccerPlayer(cristianoRonaldo),False,Uncertain
413,"No professional tennis umpires are professional tennis players.
If you are a World Tour player, then you are a professional tennis player.
All Grand Slam champions are World Tour players.
All Grand Slam umpires are professional tennis umpires.
Nadal is a World Tour player or a Grand Slam champion",Nadal is a Grand Slam umpire.,"∀x (ProfessionalTennisUmpire(x) → ¬ProfessionalTennisPlayer(x))
∀x (WorldTourPlayer(x) → ProfessionalTennisPlayer(x))
∀x (GrandSlamChampion(x) → WorldTourPlayer(x))
∀x (GrandSlamUmpire(x) → ProfessionalTennisUmpire(x))
WorldTourPlayer(nadal) ∨ GrandSlamChampion(nadal)",GrandSlamUmpire(nadal),GrandSlamUmpire(Nadal),False,Uncertain
414,"Beasts of Prey is a fantasy novel or a science fiction novel, or both.
Science fiction novels are not about mythological creatures
Beasts of Prey Is about a creature known as the Shetani.
Shetanis are mythological.",A shetani is either mythological or a creature.,"Novel(beastsOfPrey) → (Fantasy(beastsOfPrey) ∨ ScienceFiction(beastsOfPrey))
∀x ∀y (ScienceFiction(x) ∧ Mythological(y) ∧ Creature(y) → ¬About(x, y))
About(beastsOfPrey, shetani) ∧ Creature(shetani)
Mythological(shetani)",Mythological(shetani) ⊕ Creature(shetani),Mythological(Shetani) | Creature(Shetani),False,Uncertain
417,"Tipped employees are not entitled to be paid the federal minimum wage by their employees. 
If a person is a white-collar worker, they are entitled to be paid the federal minimum wage by their employees. 
All lawyers are white-collar workers.
Every advocate is a lawyer.
Mary is not a lawyer or a tipped employee.",Mary is not an advocate.,"∀x (TippedEmployee(x) → ¬EntitledTo(x, federalMinimumWage))
∀x (WhiteCollarWorker(x) → EntitledTo(x, federalMinimumWage))
∀x (Lawyer(x) → WhiteCollarWorker(x))
∀x (Advocate(x) → Lawyer(x))
¬(Lawyer(mary) ⊕ TippedEmployee(mary))",¬Advocate(mary),-Advocate(Mary),True,Uncertain
422,"Asa Hoffmann was born in New York City.
Asa Hoffman lives in Manhattan.
Asa Hoffman is a chess player.
Some chess players are grandmasters.
People born and living in New York City are New Yorkers.
People living in Manhattan live in New York City.",Asa Hoffmann does not live in New York.,"BornIn(asaHoffmann, newYorkCity)
LiveIn(asaHoffmann, manhattan)
ChessPlayer(asaHoffmann)
∃x ∃y (ChessPlayer(x) ∧ GrandMaster(x) ∧ (¬(x=y)) ∧ ChessPlayer(y) ∧ GrandMaster(y))
∀x ((BornIn(x, newYorkCity) ∧ LiveIn(x, newYorkCity)) → NewYorker(x))
∀x (LiveIn(x, manhattan) → LiveIn(x, newYorkCity))","¬LiveIn(asaHoffmann, newYorkCity)","-LivesIn(asaHoffmann, newYorkCity)",False,Uncertain
425,"Some of those who apply for a Schengen visa get it.
To apply for a Schengen Visa, you need to provide financial guarantees.
If you need to provide financial guarantees, you must request documents from the bank.
Do not close your bank account if you request documents from the bank.
Philip closed his bank account.",Philip applied for a Schengen visa and got it.,"∃x (Apply(x, schengenVisa) → Get(x, schengenVisa))
∀x (Apply(x, schengenVisa) → Provide(x, financialGuarantees))
∀x (Provide(x, financialGuarantees) → Request(x, documentsFromBank))
∀x (Request(x, documentsFromBank) → ¬Close(x, bankAccount))
Close(philip, bankAccount)","Apply(philip, schengenVisa) ∧ Get(philip, schengenVisa)",ApplySchengenVisa(philip) & GetSchengenVisa(philip),False,Uncertain
427,"All professional soccer defenders are professional soccer players.
No professional soccer players are professional basketball players.
All professional centerbacks are professional soccer defenders.
All NBA players are professional basketball players.
Stephen Curry is an NBA player.",Stephen Curry is not a centerback.,"∀x ((Professional(x) ∧ Defender(x)) → (Professional(x) ∧ SoccerPlayer(x)))
∀x ((Professional(x) ∧ SoccerPlayer(x)) → ¬(Professional(x) ∧ BasketballPlayer(x)))
∀x ((Professional(x) ∧ CenterBack(x)) → (Professional(x) ∧ Defender(x))
∀x (NBAPlayer(x) → (Professional(x) ∧ BasketballPlayer(x)))
NBAPlayer(stephenCurry)",¬(Professional(stephenCurry) ∧ CenterBack(stephenCurry)),-ProfessionalCenterback(StephenCurry),True,Uncertain
429,"All professional soccer defenders are professional soccer players.
No professional soccer players are professional basketball players.
All professional centerbacks are professional soccer defenders.
All NBA players are professional basketball players.
Stephen Curry is an NBA player.",Stephen Curry is a professional centerback.,"∀x ((Professional(x) ∧ Defender(x)) → (Professional(x) ∧ SoccerPlayer(x)))
∀x ((Professional(x) ∧ SoccerPlayer(x)) → ¬(Professional(x) ∧ BasketballPlayer(x)))
∀x ((Professional(x) ∧ CenterBack(x)) → (Professional(x) ∧ Defender(x))
∀x (NBAPlayer(x) → (Professional(x) ∧ BasketballPlayer(x)))
NBAPlayer(stephenCurry)",Professional(stephenCurry) ∧ CenterBack(stephenCurry),ProfessionalCenterback(StephenCurry),False,Uncertain
435,"The Turing Award has been awarded to Donald Knuth, Marvin Minsky, Richard Hamming, and John McCarthy. 
Donald Knuth made contributions to the analysis of algorithms.
Marvin Minsky is recognized for his contributions to the field of artificial intelligence.
Richard Hamming researched numerical methods.
John McCarthy made contributions to the field of artificial intelligence.",No Turing Award winners worked in the field of numerical methods.,"AwardedTo(turingAward, donaldKnuth) ∧ AwardedTo(turingAward, marvinMinsky) ∧ AwardedTo(turingAward, richardHamming) ∧ AwardedTo(turingAward, johnMccarthy)
ContributedTo(donaldKnuth, analysisOfAlgorithms)
ContributedTo(marvinMinsky, artificialIntelligence)
ContributedTo(richardHamming, numericalMethods)
ContributedTo(johnMccarthy, artificialIntelligence)","∀x (AwardedTo(turingAward, x) → ¬ContributedTo(x, numericalMethods))","all x ((Awarded(TuringAward, x) & Researched(x, numericalMethods)) -> -WorkedIn(x, numericalMethods))",False,Uncertain
438,"Show Your Love is a song recorded by the South Korean boy band BtoB 4u.
The lead single of the extended play Inside is Show Your Love.
Show Your Love contains a hopeful message.
BtoB 4u member Hyunsik wrote Show Your Love.
There is a music video for Show Your Love.",A lead single of Inside contains a hopeful message.,"Song(showYourLove) ∧ RecordedBy(showYourLove, bToB4u) ∧ SouthKorean(bToB4u) ∧ BoyBand(bToB4u)
ExtendedPlay(inside) ∧ LeadSingleOf(showYourLove, inside)
Contains(showYourLove, hopefulMessage)
Member(hyunsik, btob4u) ∧ Wrote(hyunsik, showYourLove)
Have(showYourLove, musicVideo)","∃x (LeadSingleOf(x, inside) ∧ Contains(x, hopefulMessage))","exists x (LeadSingleOf(x, Inside) & ContainsHopefulMessage(x))",True,Uncertain
441,"If you have room for dessert, you have room for broccoli.
Everyone at Luis's dinner party has room for dessert, including Luis.
Mauricia does not have room for broccoli.
Luis's dinner party is the first ever dinner party that Allison has attended.
Gustave has room for both broccoli and asparagus.
Broccoli and asparagus are both vegetables.",Mauricia is at Luis's dinner party.,"∀x (RoomFor(x, dessert) → RoomFor(x, broccoli))
∀x (AtLuisParty(x) → RoomFor(x, dessert))
¬RoomFor(mauricia, broccoli)
AtLuisParty(allison) ∧ FirstDinnerPartyFor(luisparty, allison) 
RoomFor(gustave, broccoli) ∧ RoomFor(gustave, asparagus)
Vegetable(broccoli) ∧ Vegetable(asparagus)",AtLuisParty(mauricia),AtLuisDinnerParty(mauricia),False,Uncertain
442,"The Great Lakes are Lake Superior, Lake Michigan, Lake Huron, Lake Erie, and Lake Ontario.
Some major settlements of Lake Erie are in NY, PA, OH, and MI.
NY, PA, OH, and MI are states in the US.
ON is a state of Canada.
There is a major settlement of Lake Huron in ON. 
All states are in their country.
The US is in North America.
The Great Lakes began to form at the end of the Last Glacial Period.",There is a great lake that did not form at the end of the Last Glacial Period.,"∀x (GreatLake(x) → Superior(x) ⊕ Michigan(x) ⊕ Huron(x) ⊕ Erie(x) ⊕ Ontario(x))
∀x (Erie (x) ∧ MajorSettlement(x) → In(x, nY) ∨ In(x, pA) ∨ In(x, oH) ∨ In(x, mI))
StateOf(nY, uS) ∧ StateOf(pA, uS) ∧ StateOf(oH, uS) ∧ StateOf(mI, uS)
StateOf(oN, canada)
∃x (Huron(x) ∧ MajorSettlement(x) ∧ In(x, oN))
∀x ∀y (StateOf(x, y) → In(x, y))
In(us, northAmerica)
∀x (GreatLake(x) → FormAtEndOf(x, lastGlacialPeriod))","∃x (GreatLake(x) ∧ ¬FormAtEndOf(x, lastGlacialPeriod))",some x (GreatLake(x) & -FormedAtEndOfLastGlacialPeriod(x)),False,Uncertain
445,"If you have room for dessert, you have room for broccoli.
Everyone at Luis's dinner party has room for dessert, including Luis.
Mauricia does not have room for broccoli.
Luis's dinner party is the first ever dinner party that Allison has attended.
Gustave has room for both broccoli and asparagus.
Broccoli and asparagus are both vegetables.",Allison has room for broccoli.,"∀x (RoomFor(x, dessert) → RoomFor(x, broccoli))
∀x (AtLuisParty(x) → RoomFor(x, dessert))
¬RoomFor(mauricia, broccoli)
AtLuisParty(allison) ∧ FirstDinnerPartyFor(luisparty, allison) 
RoomFor(gustave, broccoli) ∧ RoomFor(gustave, asparagus)
Vegetable(broccoli) ∧ Vegetable(asparagus)","RoomFor(allison, broccoli)",HasRoomForBroccoli(allison),True,Uncertain
446,"All juvenile delinquents have committed a crime.
Some juvenile delinquents are products of broken homes.",Some people who have committed a crime are products of broken homes.,"∀x (JuvenileDelinquent(x) → Commited(x, crime))
∃x ∃y (JuvenileDelinquent(x) ∧ JuvenileDelinquent(y) ∧ ProductOf(x, brokenHome) ∧ ProductOf(y, brokenHome) ∧ ¬(x=y))","∃x ∃y (Commited(x, crime) ∧ Commited(y, crime) ∧ ProductOf(x, brokenHome) ∧ ProductOf(y, brokenHome) ∧ ¬(x=y))",exists x (HasCommittedCrime(x) & ProductOfBrokenHome(x)),True,Uncertain
449,"All philosophers reason. 
Some sophists reason. 
All who can reason can distinguish truth from falsehood.
Nobody who can distinguish truth from falsehood is morally perfect.  
The theistic God is morally perfect.",The theistic God is a sophist and a philosopher.,"∀x (Philosopher(x) → Reason(x))
∃x (Sophist(x) ∧ Reason(x))
∀x (Reason(x) → CanDistinguishFrom(x, truth, falsehood))
∀x (CanDistinguishFrom(x, truth, falsehood) → ¬MorallyPerfect(x))
MorallyPerfect(theisticGod)",Sophist(theisticGod) ∧ Philosopher(theisticGod),Sophist(TheisticGod) & Philosopher(TheisticGod),False,Uncertain
455,"All pets are animals.
Pets can be either a dog or a cat.
If a person has a pet, they care for that pet. 
Dogs and cats can be naughty. 
Pets who are naughty are not liked as much. 
Charlie has a naughty pet dog named Leo.",Dogs are not always naughty.,"∀x (Pet(x) → Animal(x))
∀x (Pet(x) → (Dog(x) ⊕ Cat(x)))
∀x ∀y ((Pet(y) ∧ OwnedBy(x,y)) → Cares(x, y))
∃x ∃y (Cat(x) ∧ Naughty(x) ∧ (¬(x=y)) ∧ Dog(y) ∧ Naughty(y))
∀x ∀y ((Pet(x) ∧ Naughty(x) ∧ OwnedBy(x,y)) → ¬Liked(x, y))
OwnedBy(leo, charlie) ∧ Pet(leo) ∧ Dog(leo) ∧ Naughty(leo)",∀x (Dog(x) → ¬Naughty(x)),exists x (Dog(x) & -Naughty(x)),False,Uncertain
456,"All books written by Cixin Liu have sold more than 1 million copies. 
Some books that have won the Hugo Award were written by Cixin Liu.
All books about the future are forward-looking.
The book Three-Body Problem has sold more than 1 million copies.
The Three-Body Problem is about the future.",The Three-Body Problem is forward-looking.,"∀x ((Book(x) ∧ WrittenBy(x, cixinLiu)) → ∃y(MoreThan(y, oneMillion) ∧ Sold(x,y)))
∃x (Won(x, hugoAward) ∧ Book(x) ∧ WrittenBy(x, cixinLiu))
∀x ((Book(x) ∧ AboutFuture(x)) → FowardLooking(x))
Book(threeBodyProblem) ∧ ∃y(MoreThan(y, oneMillion) ∧ Sold(threeBodyProblem,y))
AboutFuture(threeBodyProblem)",AboutFuture(threeBodyProblem),ForwardLooking(ThreeBodyProblem),True,Uncertain
463,"All pets are animals.
Pets can be either a dog or a cat.
If a person has a pet, they care for that pet. 
Dogs and cats can be naughty. 
Pets who are naughty are not liked as much. 
Charlie has a naughty pet dog named Leo.",Leo is an animal.,"∀x (Pet(x) → Animal(x))
∀x (Pet(x) → (Dog(x) ⊕ Cat(x)))
∀x ∀y ((Pet(y) ∧ OwnedBy(x,y)) → Cares(x, y))
∃x ∃y (Cat(x) ∧ Naughty(x) ∧ (¬(x=y)) ∧ Dog(y) ∧ Naughty(y))
∀x ∀y ((Pet(x) ∧ Naughty(x) ∧ OwnedBy(x,y)) → ¬Liked(x, y))
OwnedBy(leo, charlie) ∧ Pet(leo) ∧ Dog(leo) ∧ Naughty(leo)",Animal(leo),Animal(Leo),True,Uncertain
464,"Some people are both late-night and early-morning people.
If a person is an earl- morning person, they have early-morning habits.
Everyone who has early-morning habits gets up early.
Everyone who gets up early catches the sunrise.
James doesn't catch the sunrise.",James is a late night person and an early-morning person.,"∃x (LateNightPerson(x) ∧ EarlyMorningPerson(x))
∀x (EarlyMorningPerson(x) → Have(x, earlyMorningHabit))
∀x (Have(x, earlyMorningHabit) → GetUpEarly(x))
∀x (GetUpEarly(x) → CatchTheSunrise(x))
¬CatchTheSunrise(james)",LateNightPerson(james) ∧ EarlyMorningPerson(james),LateNightPerson(James) & EarlyMorningPerson(James),False,Uncertain
467,"There are no mansion houses in an urban area.
All skyscrapers are in urban areas.
Every creepy haunted house is a mansion house.
Every terrifying building on Halloween is a creepy haunted house.
The LaLaurie House is a creepy haunted house or a terrifying building on Halloween.",The LaLaurie House is a skyscraper.,"∀x (InUrbanArea(x) → ¬MansionHouse(x))
∀x (Skyscraper(x) → InUrbanArea(x))
∀x (CreepyHauntedHouse(x) → MansionHouse(x))
∀x (TerrifyingBuilding(x) ∧ OnHalloween(x) → CreepyHauntedHouse(x))
CreepyHauntedHouse(laLaurieHouse) ∨ TerrifyingBuilding(laLaurieHouse) ∧ OnHalloween(laLaurieHouse)",Skyscraper(laLaurieHouse),Skyscraper(LaLaurieHouse),False,Uncertain
468,"There are no mansion houses in an urban area.
All skyscrapers are in urban areas.
Every creepy haunted house is a mansion house.
Every terrifying building on Halloween is a creepy haunted house.
The LaLaurie House is a creepy haunted house or a terrifying building on Halloween.",The LaLaurie House is not a skyscraper.,"∀x (InUrbanArea(x) → ¬MansionHouse(x))
∀x (Skyscraper(x) → InUrbanArea(x))
∀x (CreepyHauntedHouse(x) → MansionHouse(x))
∀x (TerrifyingBuilding(x) ∧ OnHalloween(x) → CreepyHauntedHouse(x))
CreepyHauntedHouse(laLaurieHouse) ∨ TerrifyingBuilding(laLaurieHouse) ∧ OnHalloween(laLaurieHouse)",¬Skyscraper(laLaurieHouse),-Skyscraper(LaLaurieHouse),True,Uncertain
470,"Trees are plants. 
Some living things are trees.",Some living things are plants.,"∀x (Tree(x) → Plant(x))
∃x ∃y (Living(x) ∧ Living(y) ∧ Tree(x) ∧ Tree(y) ∧ ¬(x=y))",∃x ∃y (Living(x) ∧ Living(y) ∧ Plant(x) ∧ Plant(y) ∧ ¬(x=y)),exists x (LivingThing(x) & Plant(x)),True,Uncertain
